target,horizon,model,train_end_year,test_year,rmse,mae,r2,accuracy_pct,n_test,ci_width
unemployment_rate,5,svr,1994,1995,4.210439432430719,2.920624188811817,0.06108888250529221,12.0,25,16.39740243388508
unemployment_rate,5,svr,1995,1996,4.052432925249019,2.691849282196755,0.05867923929602448,16.0,25,16.39740243388508
unemployment_rate,5,svr,1996,1997,4.0604326770392465,2.7640857628574382,0.05068850613409914,16.0,25,16.39740243388508
unemployment_rate,5,svr,1997,1998,4.101506374814546,2.822635880978357,0.04252993658607396,20.0,25,16.39740243388508
unemployment_rate,5,svr,1998,1999,4.06360164502196,2.7103937622316363,0.04644621854202058,20.0,25,16.39740243388508
unemployment_rate,5,svr,1999,2000,4.083380365245848,2.727983922872697,0.05599461816789686,28.000000000000004,25,16.39740243388508
unemployment_rate,5,decision_tree,1992,1993,1.73668566536313,1.1803233333333334,0.8523510412698002,36.0,25,5.995582081114979
unemployment_rate,5,decision_tree,1993,1994,1.167893641585378,0.8098166666666667,0.9336680925078074,52.0,25,5.995582081114979
unemployment_rate,5,decision_tree,1994,1995,2.2711134550161853,1.063373333333333,0.7268210111175556,48.0,25,5.995582081114979
unemployment_rate,5,decision_tree,1995,1996,0.9233548957319836,0.6219399999999999,0.9511298942269686,68.0,25,5.995582081114979
unemployment_rate,5,decision_tree,1996,1997,1.2832600319974992,0.9325300000000003,0.9051814200183055,48.0,25,5.995582081114979
unemployment_rate,5,decision_tree,1997,1998,1.4143585812863488,0.8434183333333333,0.8861435910887807,60.0,25,5.995582081114979
unemployment_rate,5,decision_tree,1998,1999,1.1445469981362493,0.8091196363636363,0.9243532630790257,56.00000000000001,25,5.995582081114979
unemployment_rate,5,decision_tree,1999,2000,1.835688124566576,1.0663102898550725,0.8092201097165659,56.00000000000001,25,5.995582081114979
unemployment_rate,5,random_forest,1992,1993,1.4887076251852915,1.1837993202453108,0.8915057367652293,32.0,25,4.743137699578841
unemployment_rate,5,random_forest,1993,1994,1.264630673282909,1.0064212828582528,0.9222244088029746,32.0,25,4.743137699578841
unemployment_rate,5,random_forest,1994,1995,1.4880302534445435,0.9267347252406417,0.8827283178264106,44.0,25,4.743137699578841
unemployment_rate,5,random_forest,1995,1996,1.066635037011826,0.7557348785210438,0.9347864777843449,52.0,25,4.743137699578841
unemployment_rate,5,random_forest,1996,1997,1.1319075908380145,0.8199939674484404,0.9262289345909573,56.00000000000001,25,4.743137699578841
unemployment_rate,5,random_forest,1997,1998,1.2204792605762889,0.7850002632452504,0.9152188642696547,56.00000000000001,25,4.743137699578841
unemployment_rate,5,random_forest,1998,1999,0.9298771834295351,0.6800797895684063,0.9500685565868735,68.0,25,4.743137699578841
unemployment_rate,5,random_forest,1999,2000,0.9974570358377269,0.7424345573845605,0.9436721474958495,56.00000000000001,25,4.743137699578841
unemployment_rate,5,gradient_boosting,1992,1993,1.1234467205807053,0.8552342552159979,0.9382135972568422,48.0,25,4.257564216800096
unemployment_rate,5,gradient_boosting,1993,1994,1.0838152131804615,0.7593747596722986,0.9428749775240026,52.0,25,4.257564216800096
unemployment_rate,5,gradient_boosting,1994,1995,1.3593747245593415,0.7834166678789503,0.9021303547697639,60.0,25,4.257564216800096
unemployment_rate,5,gradient_boosting,1995,1996,0.8795610558028112,0.6629558544730974,0.9556556850184915,60.0,25,4.257564216800096
unemployment_rate,5,gradient_boosting,1996,1997,1.0056963586621177,0.7346827542490133,0.941763151344736,52.0,25,4.257564216800096
unemployment_rate,5,gradient_boosting,1997,1998,1.2719197430630345,0.791683659842735,0.9079215840346265,56.00000000000001,25,4.257564216800096
unemployment_rate,5,gradient_boosting,1998,1999,1.0200610596413917,0.6908982996740524,0.9399137257620679,48.0,25,4.257564216800096
unemployment_rate,5,gradient_boosting,1999,2000,0.8494469499792588,0.5749820627695555,0.9591485646414931,72.0,25,4.257564216800096
unemployment_rate,5,mlp,1992,1993,3589753502.6197786,1853161137.120211,-6.308370688273979e+17,0.0,25,5150479889.093228
unemployment_rate,5,mlp,1993,1994,314024406.74956435,162112320.26884896,-4795597289284205.0,0.0,25,5150479889.093228
unemployment_rate,5,mlp,1994,1995,698126317.4455703,360399569.4778439,-2.5812950751537612e+16,0.0,25,5150479889.093228
unemployment_rate,5,mlp,1995,1996,1237427334.9288108,638806035.5529782,-8.77698542977146e+16,0.0,25,5150479889.093228
unemployment_rate,5,mlp,1996,1997,195973542.2027048,101170138.49983202,-2211357689459245.0,0.0,25,5150479889.093228
unemployment_rate,5,mlp,1997,1998,41005875.61940248,21167113.39035559,-95704112965049.78,0.0,25,5150479889.093228
unemployment_rate,5,mlp,1998,1999,123043414.19336547,63521707.17362156,-874258139924413.0,0.0,25,5150479889.093228
unemployment_rate,5,mlp,1999,2000,2518575.62760941,1302071.826770661,-359124298462.65015,0.0,25,5150479889.093228
unemployment_rate,5,tensorflow_nn,1992,1993,3082880136.526025,1591492140.7823951,-4.652659050275684e+17,0.0,25,4200807783.811088
unemployment_rate,5,tensorflow_nn,1993,1994,2.686256034217153,1.5745429388427732,0.6490779105669933,36.0,25,4200807783.811088
unemployment_rate,5,tensorflow_nn,1994,1995,2.561853290666193,1.3200813915252683,0.6524012999294015,44.0,25,4200807783.811088
unemployment_rate,5,tensorflow_nn,1995,1996,2.860042536741166,1.5619030588531495,0.5311316136252319,28.000000000000004,25,4200807783.811088
unemployment_rate,5,tensorflow_nn,1996,1997,3.224795852305932,1.828227811126709,0.4012182379760425,32.0,25,4200807783.811088
unemployment_rate,5,tensorflow_nn,1997,1998,3.2620327893783747,1.8294899240112301,0.3943592806442838,44.0,25,4200807783.811088
unemployment_rate,5,tensorflow_nn,1998,1999,3.0967511742323066,1.6836993740081787,0.4462221769591771,40.0,25,4200807783.811088
unemployment_rate,5,tensorflow_nn,1999,2000,3.3518046799589,1.9479060157012942,0.3639486130856282,32.0,25,4200807783.811088
unemployment_rate,5,xgboost,1992,1993,1.1852742602899744,0.8849508820343017,0.931225782814586,44.0,25,6.877853537557043
unemployment_rate,5,xgboost,1993,1994,2.4500194004849627,1.3483682077789305,0.7080859858051893,44.0,25,6.877853537557043
unemployment_rate,5,xgboost,1994,1995,2.492332663571118,1.248933562602997,0.6710107924524399,48.0,25,6.877853537557043
unemployment_rate,5,xgboost,1995,1996,2.529101227749451,1.106975283870697,0.63336122650686,60.0,25,6.877853537557043
unemployment_rate,5,xgboost,1996,1997,1.1497286867878145,0.8373247463035584,0.923887699996402,60.0,25,6.877853537557043
unemployment_rate,5,xgboost,1997,1998,1.1284337100139048,0.6760087408637999,0.9275246159766579,72.0,25,6.877853537557043
unemployment_rate,5,xgboost,1998,1999,1.0834528725775459,0.7420633224105834,0.9322135346708067,64.0,25,6.877853537557043
unemployment_rate,5,xgboost,1999,2000,0.9974501081604129,0.6820477396392822,0.943672929925201,60.0,25,6.877853537557043
unemployment_rate,5,lightgbm,1992,1993,2.4627902921004976,1.6917342427187076,0.7030777004864267,28.000000000000004,25,6.4876808316804
unemployment_rate,5,lightgbm,1993,1994,1.8028194326697389,1.1749552701813422,0.8419405887910588,44.0,25,6.4876808316804
unemployment_rate,5,lightgbm,1994,1995,1.5182026264031494,1.0531253866568044,0.8779243319646568,48.0,25,6.4876808316804
unemployment_rate,5,lightgbm,1995,1996,1.5315176015252532,1.1200855208705858,0.8655533604940004,32.0,25,6.4876808316804
unemployment_rate,5,lightgbm,1996,1997,1.8076391344719525,1.1548967380969075,0.8118572096194858,52.0,25,6.4876808316804
unemployment_rate,5,lightgbm,1997,1998,1.3337474708845067,0.9869740312329691,0.8987521895537429,48.0,25,6.4876808316804
unemployment_rate,5,lightgbm,1998,1999,1.314459008158912,0.9542951903252626,0.9002260808221861,40.0,25,6.4876808316804
unemployment_rate,5,lightgbm,1999,2000,1.0882036533529769,0.7565502682345517,0.9329567348637545,56.00000000000001,25,6.4876808316804
unemployment_rate,5,arima_baseline,1999,2000,0.10226701412029238,0.10226701412029238,,,1,
unemployment_rate,5,arima_baseline,1999,2000,0.8239348566106646,0.8239348566106646,,,1,
unemployment_rate,5,arima_baseline,1999,2000,0.08333333198903592,0.08333333198903592,,,1,
unemployment_rate,5,arima_baseline,1999,2000,0.7068888525827113,0.7068888525827113,,,1,
unemployment_rate,5,arima_baseline,1999,2000,1.0873258686864524,1.0873258686864524,,,1,
unemployment_rate,5,arima_baseline,1999,2000,0.250667808040141,0.250667808040141,,,1,
unemployment_rate,5,arima_baseline,1999,2000,2.756966134760628,2.756966134760628,,,1,
unemployment_rate,5,arima_baseline,1999,2000,1.1888889424477727,1.1888889424477727,,,1,
unemployment_rate,5,arima_baseline,1999,2000,2.079333299843162,2.079333299843162,,,1,
unemployment_rate,5,arima_baseline,1999,2000,0.20533334989480245,0.20533334989480245,,,1,
unemployment_rate,5,arima_baseline,1999,2000,0.3583758488421509,0.3583758488421509,,,1,
unemployment_rate,5,arima_baseline,1999,2000,0.038066903649193407,0.038066903649193407,,,1,
unemployment_rate,5,arima_baseline,1999,2000,1.7529783637314704,1.7529783637314704,,,1,
unemployment_rate,5,arima_baseline,1999,2000,0.1590873871151368,0.1590873871151368,,,1,
unemployment_rate,5,arima_baseline,1999,2000,1.3701066393633115,1.3701066393633115,,,1,
unemployment_rate,5,arima_baseline,1999,2000,0.6350000664071214,0.6350000664071214,,,1,
unemployment_rate,5,arima_baseline,1999,2000,0.108777780385791,0.108777780385791,,,1,
unemployment_rate,5,arima_baseline,1999,2000,0.05022234012012161,0.05022234012012161,,,1,
unemployment_rate,5,arima_baseline,1999,2000,0.00326865974354007,0.00326865974354007,,,1,
unemployment_rate,5,arima_baseline,1999,2000,0.009317314381752873,0.009317314381752873,,,1,
unemployment_rate,5,arima_baseline,1999,2000,3.8900668287413875,3.8900668287413875,,,1,
unemployment_rate,5,arima_baseline,1999,2000,0.5540000030373671,0.5540000030373671,,,1,
unemployment_rate,5,arima_baseline,1999,2000,0.3129868186534752,0.3129868186534752,,,1,
unemployment_rate,5,arima_baseline,1999,2000,0.017399812088054745,0.017399812088054745,,,1,
unemployment_rate,5,arima_baseline,1999,2000,0.06788893677873631,0.06788893677873631,,,1,
unemployment_rate,5,ets_baseline,1999,2000,0.10226701412029238,0.10226701412029238,,,1,
unemployment_rate,5,ets_baseline,1999,2000,0.8239348566106646,0.8239348566106646,,,1,
unemployment_rate,5,ets_baseline,1999,2000,0.08333333198903592,0.08333333198903592,,,1,
unemployment_rate,5,ets_baseline,1999,2000,0.7068888525827113,0.7068888525827113,,,1,
unemployment_rate,5,ets_baseline,1999,2000,1.0873258686864524,1.0873258686864524,,,1,
unemployment_rate,5,ets_baseline,1999,2000,0.250667808040141,0.250667808040141,,,1,
unemployment_rate,5,ets_baseline,1999,2000,2.756966134760628,2.756966134760628,,,1,
unemployment_rate,5,ets_baseline,1999,2000,1.1888889424477727,1.1888889424477727,,,1,
unemployment_rate,5,ets_baseline,1999,2000,2.079333299843162,2.079333299843162,,,1,
unemployment_rate,5,ets_baseline,1999,2000,0.20533334989480245,0.20533334989480245,,,1,
unemployment_rate,5,ets_baseline,1999,2000,0.3583758488421509,0.3583758488421509,,,1,
unemployment_rate,5,ets_baseline,1999,2000,0.038066903649193407,0.038066903649193407,,,1,
unemployment_rate,5,ets_baseline,1999,2000,1.7529783637314704,1.7529783637314704,,,1,
unemployment_rate,5,ets_baseline,1999,2000,0.1590873871151368,0.1590873871151368,,,1,
unemployment_rate,5,ets_baseline,1999,2000,1.3701066393633115,1.3701066393633115,,,1,
unemployment_rate,5,ets_baseline,1999,2000,0.6350000664071214,0.6350000664071214,,,1,
unemployment_rate,5,ets_baseline,1999,2000,0.108777780385791,0.108777780385791,,,1,
unemployment_rate,5,ets_baseline,1999,2000,0.05022234012012161,0.05022234012012161,,,1,
unemployment_rate,5,ets_baseline,1999,2000,0.00326865974354007,0.00326865974354007,,,1,
unemployment_rate,5,ets_baseline,1999,2000,0.009317314381752873,0.009317314381752873,,,1,
unemployment_rate,5,ets_baseline,1999,2000,3.8900668287413875,3.8900668287413875,,,1,
unemployment_rate,5,ets_baseline,1999,2000,0.5540000030373671,0.5540000030373671,,,1,
unemployment_rate,5,ets_baseline,1999,2000,0.3129868186534752,0.3129868186534752,,,1,
unemployment_rate,5,ets_baseline,1999,2000,0.017399812088054745,0.017399812088054745,,,1,
unemployment_rate,5,ets_baseline,1999,2000,0.06788893677873631,0.06788893677873631,,,1,
unemployment_rate,10,linear_regression,1992,1993,12.666797542025225,6.086510325177653,-8.132129900383019,16.0,25,27.571796310357062
unemployment_rate,10,linear_regression,1993,1994,8.207687058957683,5.582308952892571,-2.8901335992780584,12.0,25,27.571796310357062
unemployment_rate,10,linear_regression,1994,1995,11.279315959055475,5.861143301700994,-6.202782864434422,24.0,25,27.571796310357062
unemployment_rate,10,linear_regression,1995,1996,4.6376177271084895,3.4304355373402484,-0.2640242716245915,16.0,25,27.571796310357062
unemployment_rate,10,linear_regression,1996,1997,3.4478938407651714,2.500184268197914,0.274329091943989,16.0,25,27.571796310357062
unemployment_rate,10,linear_regression,1997,1998,2.775478914042458,1.9394579085283596,0.5205909070307534,32.0,25,27.571796310357062
unemployment_rate,10,linear_regression,1998,1999,2.898415971722816,2.25014251244354,0.5437973596571475,36.0,25,27.571796310357062
unemployment_rate,10,linear_regression,1999,2000,2.1231744298172166,1.6782775121030837,0.7700663433215652,28.000000000000004,25,27.571796310357062
unemployment_rate,10,ridge,1992,1993,4.100035662500485,2.794685131467547,0.043216469979126426,20.0,25,12.672763103354255
unemployment_rate,10,ridge,1993,1994,4.0750005459361045,2.749292526303534,0.04108904472766339,24.0,25,12.672763103354255
unemployment_rate,10,ridge,1994,1995,4.117696508114974,2.8119212283352137,0.040061376330388754,20.0,25,12.672763103354255
unemployment_rate,10,ridge,1995,1996,4.114221043285109,2.8497106765974176,0.005188583171489625,24.0,25,12.672763103354255
unemployment_rate,10,ridge,1996,1997,1.429539892127715,1.0374787105290426,0.8752546115673365,40.0,25,12.672763103354255
unemployment_rate,10,ridge,1997,1998,2.078835877734234,1.6130618547246742,0.7310504576587613,24.0,25,12.672763103354255
unemployment_rate,10,ridge,1998,1999,2.48474456974471,1.8992057834968268,0.6647260073136638,36.0,25,12.672763103354255
unemployment_rate,10,ridge,1999,2000,2.0651384033363476,1.691778688592355,0.782464809977419,20.0,25,12.672763103354255
unemployment_rate,10,lasso,1992,1993,1.6245750478881604,0.9721788448907718,0.8497833822136619,52.0,25,6.776253319117444
unemployment_rate,10,lasso,1993,1994,1.3063876528326195,0.8605376165016267,0.9014476301717312,56.00000000000001,25,6.776253319117444
unemployment_rate,10,lasso,1994,1995,1.6560993466037697,1.1753692200626584,0.844722843467741,40.0,25,6.776253319117444
unemployment_rate,10,lasso,1995,1996,1.481054649660275,1.146416117004381,0.8710837433924966,40.0,25,6.776253319117444
unemployment_rate,10,lasso,1996,1997,1.2958125871996322,0.9415689887986107,0.8975017784540791,44.0,25,6.776253319117444
unemployment_rate,10,lasso,1997,1998,1.844516148331719,1.4013617434473522,0.7882636969152951,28.000000000000004,25,6.776253319117444
unemployment_rate,10,lasso,1998,1999,2.4121892819363198,1.7631570050216174,0.6840203360082737,28.000000000000004,25,6.776253319117444
unemployment_rate,10,lasso,1999,2000,1.9321175734157607,1.5336546062567096,0.8095862540269597,28.000000000000004,25,6.776253319117444
unemployment_rate,10,elastic_net,1992,1993,1.8209770831779626,1.0097263498773987,0.8112672001044401,48.0,25,7.200275180570629
unemployment_rate,10,elastic_net,1993,1994,1.7600584987521097,1.3297563798312653,0.8211136746053372,32.0,25,7.200275180570629
unemployment_rate,10,elastic_net,1994,1995,1.9091871306367947,1.360382740901535,0.7936370182562241,40.0,25,7.200275180570629
unemployment_rate,10,elastic_net,1995,1996,1.464159328863659,1.09042597595359,0.8740082244570373,40.0,25,7.200275180570629
unemployment_rate,10,elastic_net,1996,1997,1.3180838625324067,0.9792167508059149,0.8939482040966543,44.0,25,7.200275180570629
unemployment_rate,10,elastic_net,1997,1998,1.8571096656271016,1.4155644999810761,0.7853625484072411,28.000000000000004,25,7.200275180570629
unemployment_rate,10,elastic_net,1998,1999,2.4332662363313737,1.7132509649993626,0.678474349190658,32.0,25,7.200275180570629
unemployment_rate,10,elastic_net,1999,2000,1.9632780544630668,1.5975766727084189,0.8033948816997236,16.0,25,7.200275180570629
unemployment_rate,10,svr,1992,1993,4.186847023466977,2.8364378327846462,0.0022709700689156342,12.0,25,16.105001239003922
unemployment_rate,10,svr,1993,1994,4.085007123290177,2.7002169794302846,0.0363738562014565,24.0,25,16.105001239003922
unemployment_rate,10,svr,1994,1995,4.094864514505055,2.6965382812367045,0.05067728666547122,28.000000000000004,25,16.105001239003922
unemployment_rate,10,svr,1995,1996,4.016855371592738,2.6384557240876427,0.05171712317050792,28.000000000000004,25,16.105001239003922
unemployment_rate,10,svr,1996,1997,3.9275594577452217,2.6035580742524775,0.058376088922949654,16.0,25,16.105001239003922
unemployment_rate,10,svr,1997,1998,3.9047161002317963,2.440582922627439,0.0511242911178299,24.0,25,16.105001239003922
unemployment_rate,10,svr,1998,1999,4.349615528187293,2.8891469762186492,-0.02739655924105433,12.0,25,16.105001239003922
unemployment_rate,10,svr,1999,2000,4.462690409071204,2.8693143391131097,-0.01583860816570337,20.0,25,16.105001239003922
unemployment_rate,10,decision_tree,1992,1993,0.7442942936470462,0.4715999999999999,0.9684697219221212,80.0,25,4.771411634627698
unemployment_rate,10,decision_tree,1993,1994,0.5405090544261648,0.42347000000000007,0.9831294638486596,84.0,25,4.771411634627698
unemployment_rate,10,decision_tree,1994,1995,1.3998951363181011,0.7215571428571426,0.8890503830359635,76.0,25,4.771411634627698
unemployment_rate,10,decision_tree,1995,1996,1.1026661099353694,0.7363599999999998,0.9285415532136686,56.00000000000001,25,4.771411634627698
unemployment_rate,10,decision_tree,1996,1997,1.1260796733127494,0.7702877777777776,0.9225947923930258,48.0,25,4.771411634627698
unemployment_rate,10,decision_tree,1997,1998,1.0221714872741436,0.6205960606060608,0.9349753643381832,64.0,25,4.771411634627698
unemployment_rate,10,decision_tree,1998,1999,1.745272331447084,1.2524760000000001,0.834589614639573,40.0,25,4.771411634627698
unemployment_rate,10,decision_tree,1999,2000,1.5749717963158367,1.009695400921659,0.8734748799995528,48.0,25,4.771411634627698
unemployment_rate,10,random_forest,1992,1993,0.9389488280836397,0.7702387940537244,0.949820968969876,40.0,25,4.438489584490689
unemployment_rate,10,random_forest,1993,1994,0.7619301505694346,0.5889849288311677,0.966476198779028,60.0,25,4.438489584490689
unemployment_rate,10,random_forest,1994,1995,1.2514240742543967,0.7715892420300287,0.9113367168715868,52.0,25,4.438489584490689
unemployment_rate,10,random_forest,1995,1996,0.9119622201076016,0.6251417540981735,0.9511213488396861,56.00000000000001,25,4.438489584490689
unemployment_rate,10,random_forest,1996,1997,0.7840843926654919,0.5623889287713637,0.9624718150791806,60.0,25,4.438489584490689
unemployment_rate,10,random_forest,1997,1998,0.9618696939271834,0.6766414215365272,0.94242116341728,52.0,25,4.438489584490689
unemployment_rate,10,random_forest,1998,1999,1.755031668031775,1.231837665795182,0.8327345355644273,44.0,25,4.438489584490689
unemployment_rate,10,random_forest,1999,2000,1.3330355361342259,0.949593294483687,0.9093610951064612,48.0,25,4.438489584490689
unemployment_rate,10,gradient_boosting,1992,1993,0.7790032266821709,0.49838047743868,0.9654604292963398,80.0,25,4.102617654770099
unemployment_rate,10,gradient_boosting,1993,1994,0.5705366368658363,0.4124526971064361,0.9812029362927047,68.0,25,4.102617654770099
unemployment_rate,10,gradient_boosting,1994,1995,1.345767492778489,0.7397386624672079,0.8974643555878123,64.0,25,4.102617654770099
unemployment_rate,10,gradient_boosting,1995,1996,0.7301025008990614,0.5314369276515386,0.9686719624572744,56.00000000000001,25,4.102617654770099
unemployment_rate,10,gradient_boosting,1996,1997,0.6746759869877,0.48615290482338935,0.9722142292890886,60.0,25,4.102617654770099
unemployment_rate,10,gradient_boosting,1997,1998,0.8692850875722051,0.5905617557005488,0.9529721784622807,60.0,25,4.102617654770099
unemployment_rate,10,gradient_boosting,1998,1999,1.7321941434427814,1.2032989233111622,0.8370593299502257,44.0,25,4.102617654770099
unemployment_rate,10,gradient_boosting,1999,2000,1.1362546241914888,0.8737640959761083,0.9341459448516231,44.0,25,4.102617654770099
unemployment_rate,10,mlp,1992,1993,3589753502.5271297,1853161136.8599033,-7.334452125008137e+17,0.0,25,5150479889.242149
unemployment_rate,10,mlp,1993,1994,314024406.71551234,162112319.9956818,-5694423269765359.0,0.0,25,5150479889.242149
unemployment_rate,10,mlp,1994,1995,698126317.7328837,360399569.6805025,-2.759324762196994e+16,0.0,25,5150479889.242149
unemployment_rate,10,mlp,1995,1996,1237427334.7262514,638806035.3567222,-8.999221246165542e+16,0.0,25,5150479889.242149
unemployment_rate,10,mlp,1996,1997,195973541.88512847,101170137.88251704,-2344373615996675.0,0.0,25,5150479889.242149
unemployment_rate,10,mlp,1997,1998,41005876.0041466,21167114.184676617,-104645989959068.42,0.0,25,5150479889.242149
unemployment_rate,10,mlp,1998,1999,123043414.31969255,63521707.33314507,-822153885686388.9,0.0,25,5150479889.242149
unemployment_rate,10,mlp,1999,2000,2518575.2894853232,1302071.5182720835,-323549752372.92725,0.0,25,5150479889.242149
unemployment_rate,10,tensorflow_nn,1992,1993,2791513870.044394,1441078469.9195647,-4.43524895621438e+17,0.0,25,3803784997.3002543
unemployment_rate,10,tensorflow_nn,1993,1994,2.7758760905656135,1.4321602723693845,0.5550378292654206,40.0,25,3803784997.3002543
unemployment_rate,10,tensorflow_nn,1994,1995,2.6287366174820965,1.211841968612671,0.6087728846380807,60.0,25,3803784997.3002543
unemployment_rate,10,tensorflow_nn,1995,1996,2.735623725513983,1.2470170636749267,0.5601766909625523,48.0,25,3803784997.3002543
unemployment_rate,10,tensorflow_nn,1996,1997,2.8117501402162763,1.352018360671997,0.5174021392918231,44.0,25,3803784997.3002543
unemployment_rate,10,tensorflow_nn,1997,1998,2.9812808702485185,1.4388566911315916,0.4468585684221178,40.0,25,3803784997.3002543
unemployment_rate,10,tensorflow_nn,1998,1999,3.6210468782123386,2.027186898956299,0.28795955889528335,32.0,25,3803784997.3002543
unemployment_rate,10,tensorflow_nn,1999,2000,3.8124722255245933,2.063310599822998,0.2586136724904573,32.0,25,3803784997.3002543
unemployment_rate,10,xgboost,1992,1993,0.8489440581158028,0.6507288167572021,0.9589799138404612,52.0,25,7.1434043165168655
unemployment_rate,10,xgboost,1993,1994,2.211771748468053,0.9711310803604125,0.7175096929805368,56.00000000000001,25,7.1434043165168655
unemployment_rate,10,xgboost,1994,1995,2.810246686850238,1.242167841758728,0.5528804218467982,48.0,25,7.1434043165168655
unemployment_rate,10,xgboost,1995,1996,2.810348647463556,1.138382094631195,0.5358205381422148,60.0,25,7.1434043165168655
unemployment_rate,10,xgboost,1996,1997,0.8032653705615099,0.6103366387557986,0.9606132605061741,56.00000000000001,25,7.1434043165168655
unemployment_rate,10,xgboost,1997,1998,0.8100679985140927,0.5482289337158203,0.9591611640901662,64.0,25,7.1434043165168655
unemployment_rate,10,xgboost,1998,1999,1.7064430203324377,1.2079728202438356,0.8418679326262617,40.0,25,7.1434043165168655
unemployment_rate,10,xgboost,1999,2000,1.1627045993137546,0.8449824220275878,0.9310443309691669,56.00000000000001,25,7.1434043165168655
unemployment_rate,10,lightgbm,1992,1993,2.0138347429081263,1.1551272924688492,0.7691732799729539,44.0,25,6.369619230316277
